business_id,application_date,business_name,industry,region,years_in_business,employees,loan_amount,loan_purpose,loan_term,annual_revenue,monthly_expenses,cash_balance,existing_debt,monthly_debt_payments,credit_score,missed_payments,prior_defaults,collateral_type,collateral_value,debt_to_revenue_ratio,debt_service_coverage_ratio,loan_to_collateral_ratio,risk_score,risk_level,decision,interest_rate,pricing_tier,monthly_payment,total_repayment,total_interest_income,approval_probability
354,2025-04-10,Namib Food Services,Construction,Oshana,3,232,971182,Inventory,12,9382535,235420,490395,1817481,61341,586,0,1,Inventory,3338530,0.19,8.91,0.29,4.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,5.17
355,2025-01-12,Kalahari Trading,Transport,Otjozondjupa,18,249,327130,Working Capital,60,13950858,299861,147942,2481967,17797,468,1,0,Livestock,1705777,0.18,48.48,0.19,13.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,15.29
356,2025-05-13,Luderitz Farming,Food Services,Oshikoto,2,117,720196,Technology Upgrade,48,13337535,99213,2340955,1356229,86925,526,4,0,Property,777209,0.1,11.65,0.93,26.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.59
357,2025-02-17,Okavango Fishing,Mining Services,Karas,22,93,1152306,Inventory,48,5436108,135195,2033113,2542432,72214,637,4,0,Vehicle,4276776,0.47,4.4,0.27,49.9,Medium Risk,Review,0.15,Elevated Risk Premium,32069.54,1539337.92,387031.92,54.89
358,2025-06-29,Katima Supplies,Transport,Erongo,13,80,2338207,Vehicle Purchase,12,1936036,611062,984088,1701318,117602,695,0,0,Inventory,3450737,0.88,-3.82,0.68,61.7,Medium Risk,Review,0.15,Elevated Risk Premium,211042.62,2532511.44,194304.44,67.87
359,2025-10-06,Otji Construction,Retail,Oshikoto,18,111,2030499,Payroll Support,36,12460384,577196,381274,1793023,71683,528,0,0,Vehicle,3280727,0.14,6.43,0.62,39.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,43.45
360,2025-09-20,Kunene Manufacturing,Transport,Oshikoto,4,246,452332,Working Capital,12,7691055,471247,2297737,1495435,24146,680,6,1,Savings,3746110,0.19,7.03,0.12,7.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,7.7
361,2025-10-31,Erongo Food Services,Tourism,Karas,11,118,151286,Equipment Purchase,48,1480300,180928,593465,2106490,108571,798,8,0,Savings,2035152,1.42,-0.53,0.07,-6.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
362,2025-09-20,Oshana Retail,Construction,Kavango West,2,18,2062563,Equipment Purchase,36,11846087,368514,2754899,3344499,15094,543,0,1,Vehicle,2434938,0.28,40.99,0.85,29.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,31.9
363,2025-03-03,Oshana Retail,Technology,Karas,23,173,949159,Inventory,60,6789151,771163,2688450,2581245,30289,685,4,0,Livestock,3596754,0.38,-6.78,0.26,69.0,Medium Risk,Review,0.15,Elevated Risk Premium,22580.43,1354825.8,405666.8,75.9
364,2025-09-14,Etosha Logistics,Manufacturing,Kavango West,8,123,295081,Equipment Purchase,60,4107717,647600,2669838,2386987,52861,487,8,0,Inventory,508581,0.58,-5.78,0.58,-3.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
365,2025-05-31,Otji Construction,Tourism,Oshana,11,142,1256623,Expansion,60,6239925,450607,2703285,1504789,115219,545,0,1,Property,2920781,0.24,0.6,0.43,60.0,Medium Risk,Review,0.15,Elevated Risk Premium,29894.97,1793698.2,537075.2,66.0
366,2025-12-18,Walvis Tours,Agriculture,Oshikoto,7,46,2438412,Payroll Support,36,9466650,563450,1789628,3719243,82809,734,3,1,Inventory,3785984,0.39,2.72,0.64,8.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,9.35
367,2025-03-17,Kalahari Food Services,Food Services,Kavango West,11,213,2060432,Construction,12,10502947,257431,947476,3867099,88833,796,2,0,Property,303910,0.37,6.95,6.78,30.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.44
368,2025-11-26,Namib Farming,Transport,Khomas,3,170,1820589,Working Capital,24,3530003,400880,2317879,1916310,45152,798,3,0,Inventory,1621679,0.54,-2.36,1.12,57.5,Medium Risk,Review,0.15,Elevated Risk Premium,88274.26,2118582.24,297993.24,63.25
369,2025-10-07,Caprivi Technologies,Construction,Erongo,25,237,813978,Equipment Purchase,60,4946971,333546,80992,2169009,15843,747,3,0,Property,289780,0.44,4.97,2.81,38.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,41.91
370,2025-07-17,Caprivi Technologies,Logistics,Kavango East,21,218,2114293,Inventory,12,11786108,768341,249178,1097942,55651,452,8,0,Vehicle,4860190,0.09,3.84,0.44,-23.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
371,2025-08-07,Gobabis Food Services,Tourism,Oshikoto,23,58,1683539,Working Capital,60,5155332,388919,1697410,2610589,39560,564,3,0,Equipment,3992287,0.51,1.03,0.42,44.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,49.17
372,2025-03-14,Okavango Logistics,Agriculture,Karas,22,179,502151,Technology Upgrade,60,3341159,126715,2258304,19619,64192,835,4,0,Livestock,4593774,0.01,2.36,0.11,99.5,Low Risk,Approved,0.08,Standard Risk-Based Rate,10181.81,610908.6,108757.6,100.0
373,2025-05-20,Caprivi Trading,Construction,Karas,1,52,1937038,Construction,24,11127839,179963,2874948,3377758,26321,528,6,0,Savings,4062034,0.3,28.39,0.48,0.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
374,2025-06-15,Okavango Logistics,Logistics,Oshikoto,17,51,2330882,Inventory,12,4546930,530175,2732347,2867748,55411,665,3,0,Property,3533484,0.63,-2.73,0.66,64.0,Medium Risk,Review,0.15,Elevated Risk Premium,210381.48,2524577.76,193695.76,70.4
375,2025-11-04,Windhoek Food Services,Mining Services,Oshana,14,34,966407,Technology Upgrade,36,6962963,282701,1883936,2829091,49275,828,8,1,Vehicle,4238072,0.41,6.04,0.23,-0.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
376,2025-09-22,Kunene Manufacturing,Mining Services,Oshikoto,1,33,1791709,Payroll Support,48,5827500,597267,2754627,3970287,43722,710,7,1,Vehicle,1101787,0.68,-2.55,1.63,-18.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
377,2025-09-13,Luderitz Supplies,Food Services,Karas,5,118,1091966,Payroll Support,36,3515055,674400,737791,3691527,62630,532,2,0,Inventory,3320628,1.05,-6.09,0.33,-7.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
378,2025-04-05,Caprivi Food Services,Mining Services,Hardap,10,118,1617767,Technology Upgrade,24,7221885,186163,2649185,2517566,64728,675,4,1,Livestock,3935707,0.35,6.42,0.41,28.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,31.13
379,2025-08-13,Windhoek Retail,Technology,Otjozondjupa,15,186,1920276,Equipment Purchase,24,5073604,570389,2210260,2642234,33681,595,5,1,Savings,4899190,0.52,-4.38,0.39,9.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,10.78
380,2025-02-15,Luderitz Transport,Food Services,Kavango East,14,214,1159303,Working Capital,60,10220424,329527,1801488,3006991,62259,459,0,0,Equipment,1071956,0.29,8.39,1.08,42.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,47.19
381,2025-09-20,Kalahari Fishing,Mining Services,Karas,10,227,2348387,Technology Upgrade,24,9742377,98439,1876302,2997403,106714,548,6,0,Savings,2866105,0.31,6.69,0.82,-0.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
382,2025-09-30,Etosha Fishing,Tourism,Khomas,15,58,2348110,Vehicle Purchase,12,1798762,651877,1049066,3299380,2960,608,4,0,Vehicle,4960418,1.83,-169.59,0.47,9.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,10.23
383,2025-09-02,Oshana Retail,Tourism,Erongo,10,245,2235664,Working Capital,48,10771765,105230,455113,3537955,61143,464,8,1,Property,4900651,0.33,12.96,0.46,-78.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
384,2025-12-12,Windhoek Manufacturing,Construction,Erongo,3,54,333569,Construction,24,14900607,459857,420808,2681143,78141,664,5,0,Inventory,3262319,0.18,10.01,0.1,-17.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
385,2025-05-09,Etosha Construction,Construction,Hardap,10,11,85600,Technology Upgrade,36,11308277,722807,1665111,1129987,92050,684,0,0,Property,3323510,0.1,2.39,0.03,75.4,Medium Risk,Review,0.15,Elevated Risk Premium,2967.35,106824.6,21224.6,82.94
386,2025-01-05,Windhoek Technologies,Transport,Kavango West,15,25,1907760,Expansion,48,2645740,225835,2841667,2127670,102660,649,5,1,Livestock,3218041,0.8,-0.05,0.59,33.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,36.3
387,2025-06-14,Etosha Farming,Mining Services,Hardap,7,244,1865249,Vehicle Purchase,36,10546707,667618,2787587,2338830,21099,733,1,0,Inventory,3265270,0.22,10.01,0.57,78.2,Medium Risk,Review,0.15,Elevated Risk Premium,64659.47,2327740.92,462491.92,86.02
388,2025-07-03,Kunene Trading,Mining Services,Kavango West,14,7,1418549,Working Capital,12,5484116,397083,16982,408292,81238,497,8,0,Property,684978,0.07,0.74,2.07,-27.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
389,2025-12-25,Etosha Construction,Food Services,Oshikoto,5,76,1056637,Payroll Support,24,11778529,168817,2224946,3226297,47562,475,0,1,Livestock,2716206,0.27,17.09,0.39,17.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,18.92
390,2025-03-25,Namib Technologies,Retail,Hardap,25,130,2031028,Expansion,12,12267816,553099,2331083,3461985,76568,613,7,1,Livestock,4018393,0.28,6.13,0.51,4.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,5.28
391,2025-03-24,Swakop Logistics,Retail,Otjozondjupa,18,100,1928406,Payroll Support,12,9802808,456346,459091,1450702,63161,581,8,0,Property,942195,0.15,5.71,2.05,-14.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
392,2025-01-30,Kalahari Logistics,Manufacturing,Hardap,8,67,625612,Technology Upgrade,60,13015592,636329,367039,2145448,16541,494,6,0,Inventory,1484940,0.16,27.1,0.42,-30.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
393,2025-03-19,Etosha Manufacturing,Construction,Karas,10,215,2181038,Construction,48,13993172,330081,2122460,174555,67196,477,1,0,Property,3165614,0.01,12.44,0.69,65.4,Medium Risk,Review,0.15,Elevated Risk Premium,60699.92,2913596.16,732558.16,71.94
394,2025-06-26,Katima Tours,Mining Services,Oshana,11,114,2347772,Expansion,24,8404023,633832,2484837,1816009,87147,694,8,0,Equipment,2530042,0.22,0.76,0.93,23.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,25.74
395,2025-03-10,Etosha Supplies,Technology,Hardap,7,111,1868736,Expansion,48,6183155,582315,134497,557340,85542,667,0,0,Equipment,4774059,0.09,-0.78,0.39,44.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,48.73
396,2025-05-25,Etosha Supplies,Food Services,Otjozondjupa,19,33,799320,Expansion,48,4142476,338548,1393121,2478428,24101,836,3,0,Vehicle,754428,0.6,0.28,1.06,61.2,Medium Risk,Review,0.15,Elevated Risk Premium,22245.67,1067792.16,268472.16,67.32
397,2025-04-02,Luderitz Trading,Mining Services,Otjozondjupa,14,97,942299,Expansion,12,6089181,635392,560443,498226,85125,630,0,0,Vehicle,2288720,0.08,-1.5,0.41,60.2,Medium Risk,Review,0.15,Elevated Risk Premium,85050.32,1020603.84,78304.84,66.22
398,2025-03-06,Gobabis Food Services,Transport,Oshikoto,15,13,211299,Working Capital,24,7190857,52075,2870692,809954,81912,751,6,0,Vehicle,2294669,0.11,6.68,0.09,68.9,Medium Risk,Review,0.15,Elevated Risk Premium,10245.18,245884.32,34585.32,75.79
399,2025-07-08,Otji Retail,Logistics,Oshana,16,83,1396127,Vehicle Purchase,24,11422529,772440,108402,3188712,17168,710,4,0,Savings,4442804,0.28,10.45,0.31,3.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,3.63
400,2025-12-18,Windhoek Trading,Technology,Oshikoto,25,67,1840603,Technology Upgrade,48,13923945,797340,1965158,1951917,84313,789,1,0,Inventory,763229,0.14,4.31,2.41,98.2,Low Risk,Approved,0.08,Standard Risk-Based Rate,44934.5,2156856.0,316253.0,100.0
401,2025-10-02,Namib Supplies,Logistics,Khomas,21,195,565612,Expansion,60,9678341,759448,1521062,3146355,40400,716,6,1,Savings,1334712,0.33,1.17,0.42,4.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,4.51
402,2025-07-06,Swakop Manufacturing,Construction,Hardap,3,207,1226174,Construction,60,9897210,774138,1269413,247800,34002,590,1,1,Livestock,1818449,0.03,1.49,0.67,28.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,31.24
403,2025-08-01,Swakop Supplies,Manufacturing,Kavango East,12,62,201115,Expansion,60,1250337,128570,1065514,1614779,3538,706,5,1,Inventory,4653349,1.29,-6.89,0.04,3.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,4.18
404,2025-09-18,Katima Technologies,Technology,Kavango West,24,250,2083617,Working Capital,36,6999049,395664,1333992,3691472,95114,599,4,0,Inventory,4234602,0.53,1.97,0.49,23.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,26.07
405,2025-01-29,Gobabis Trading,Tourism,Oshikoto,15,207,189297,Construction,60,10377962,220895,247063,2369635,16360,711,7,0,Livestock,2018034,0.23,39.36,0.09,-11.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
406,2025-05-08,Kalahari Farming,Logistics,Kavango East,10,145,249567,Payroll Support,36,3308021,433482,2149217,1763145,92301,647,2,0,Vehicle,3117862,0.53,-1.71,0.08,59.1,Medium Risk,Review,0.15,Elevated Risk Premium,8651.32,311447.52,61880.52,65.01
407,2025-12-09,Kunene Trading,Construction,Oshikoto,8,143,223851,Payroll Support,24,7675164,767242,2546210,1240768,61670,673,7,1,Vehicle,2958357,0.16,-2.07,0.08,11.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.98
408,2025-03-22,Otji Retail,Agriculture,Oshana,21,91,1545153,Expansion,48,11860503,111796,396771,2696272,80681,588,7,0,Vehicle,1844869,0.23,10.86,0.84,-14.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
409,2025-12-12,Luderitz Transport,Tourism,Kavango East,11,172,399368,Vehicle Purchase,36,11618563,156951,2334940,3659392,45165,753,5,0,Property,1353706,0.31,17.96,0.3,31.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,35.09
410,2025-09-21,Namib Manufacturing,Technology,Khomas,5,250,1922998,Working Capital,12,1504510,785552,1585942,3761352,62666,631,3,0,Equipment,2441798,2.5,-10.53,0.79,10.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,11.77
411,2025-12-14,Namib Technologies,Logistics,Otjozondjupa,16,88,302656,Vehicle Purchase,60,11282742,412787,2741037,2911297,72505,803,7,1,Property,3173840,0.26,7.27,0.1,24.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,26.4
412,2025-06-16,Otji Technologies,Agriculture,Kavango West,19,42,1974872,Construction,48,14822076,331406,964516,1240192,111344,483,1,0,Property,3915044,0.08,8.12,0.5,45.7,Medium Risk,Review,0.15,Elevated Risk Premium,54962.17,2638184.16,663312.16,50.27
413,2025-01-02,Kalahari Farming,Transport,Kavango West,11,203,1126194,Vehicle Purchase,60,13600190,500448,852151,2677146,17452,804,5,1,Inventory,711805,0.2,36.27,1.58,-2.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
414,2025-07-31,Walvis Transport,Technology,Hardap,24,228,529583,Construction,24,14891153,85362,2600572,989232,79197,629,7,1,Equipment,1435169,0.07,14.59,0.37,35.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,38.5
415,2025-05-20,Oshana Farming,Construction,Otjozondjupa,2,241,1727950,Equipment Purchase,12,746767,478129,910227,1764042,82589,764,4,1,Equipment,175368,2.36,-5.04,9.85,-2.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
416,2025-09-23,Luderitz Technologies,Logistics,Erongo,13,132,2498881,Technology Upgrade,36,13263406,514273,1000293,1796345,81951,785,1,0,Inventory,2433008,0.14,7.21,1.03,62.0,Medium Risk,Review,0.15,Elevated Risk Premium,86624.53,3118483.08,619602.08,68.2
417,2025-05-28,Walvis Trading,Transport,Oshana,6,229,341588,Technology Upgrade,36,3686584,346706,1702557,2507138,70920,637,1,1,Vehicle,3220675,0.68,-0.56,0.11,23.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,26.07
418,2025-06-05,Luderitz Food Services,Retail,Karas,12,143,306898,Expansion,60,4662430,658508,2603729,2261286,21678,613,1,1,Livestock,4951140,0.49,-12.45,0.06,50.8,Medium Risk,Review,0.15,Elevated Risk Premium,7301.08,438064.8,131166.8,55.88
419,2025-02-04,Swakop Supplies,Food Services,Kavango East,6,119,1955542,Construction,60,7595119,33805,2039000,862723,84410,694,2,0,Equipment,2841691,0.11,7.1,0.69,64.6,Medium Risk,Review,0.15,Elevated Risk Premium,46522.21,2791332.6,835790.6,71.06
420,2025-08-09,Swakop Fishing,Retail,Khomas,20,27,628856,Payroll Support,36,13573263,451278,2807178,3007614,99365,627,1,0,Inventory,1920253,0.22,6.84,0.33,80.8,Low Risk,Approved,0.08,Standard Risk-Based Rate,19706.06,709418.16,80562.16,88.88
421,2025-07-08,Etosha Fishing,Food Services,Kavango West,5,146,517942,Construction,60,4306372,751043,1420747,1953726,101827,720,5,1,Savings,1500684,0.45,-3.85,0.35,-1.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
422,2025-08-05,Oshana Technologies,Construction,Hardap,11,56,430455,Payroll Support,12,9742413,764837,2950869,3842307,5840,744,2,1,Inventory,3723326,0.39,8.05,0.12,45.5,Medium Risk,Review,0.15,Elevated Risk Premium,38852.14,466225.68,35770.68,50.05
423,2025-04-20,Okavango Fishing,Manufacturing,Oshana,13,16,1831216,Working Capital,48,5871744,320924,1035574,3057716,78895,544,8,0,Property,2522287,0.52,2.13,0.73,-30.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
424,2025-09-01,Caprivi Retail,Agriculture,Kavango East,16,55,2258757,Construction,24,4984522,44320,1604668,2786791,100649,617,8,0,Savings,3426911,0.56,3.69,0.66,-4.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
425,2025-04-09,Swakop Transport,Logistics,Oshana,3,102,2133578,Working Capital,60,4845831,162493,2239810,2295264,59392,754,0,0,Vehicle,3858262,0.47,4.06,0.55,71.7,Medium Risk,Review,0.15,Elevated Risk Premium,50757.67,3045460.2,911882.2,78.87
426,2025-08-21,Walvis Retail,Mining Services,Kavango West,3,119,1418976,Expansion,36,604365,482808,1642737,1857175,20754,847,4,0,Inventory,2509652,3.07,-20.84,0.57,41.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,45.65
427,2025-04-23,Walvis Logistics,Mining Services,Hardap,5,67,1378560,Expansion,24,10717717,306526,1064345,1321303,82949,711,0,0,Livestock,4268576,0.12,7.07,0.32,56.7,Medium Risk,Review,0.15,Elevated Risk Premium,66841.75,1604202.0,225642.0,62.37
428,2025-08-21,Katima Logistics,Construction,Oshana,2,136,857841,Equipment Purchase,36,2431026,288077,1897116,3309921,46835,524,0,0,Savings,2190010,1.36,-1.83,0.39,30.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.22
429,2025-12-21,Katima Tours,Retail,Karas,2,232,738916,Vehicle Purchase,60,13250476,771106,274038,3200484,28039,815,6,0,Savings,105699,0.24,11.88,6.99,-20.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
430,2025-04-22,Luderitz Manufacturing,Agriculture,Kavango East,17,165,1603420,Vehicle Purchase,24,13723738,541848,1390279,2560199,106247,781,3,1,Property,2957122,0.19,5.66,0.54,31.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,34.98
431,2025-03-29,Oshana Manufacturing,Transport,Hardap,20,64,1503306,Technology Upgrade,24,5078666,399092,2241111,3346416,67529,697,4,0,Livestock,3676166,0.66,0.36,0.41,49.1,Medium Risk,Review,0.15,Elevated Risk Premium,72890.27,1749366.48,246060.48,54.01
432,2025-05-02,Kunene Technologies,Mining Services,Oshikoto,20,200,1233919,Vehicle Purchase,48,6051017,144701,736828,2812814,27256,594,6,0,Livestock,3423236,0.46,13.19,0.36,-2.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
433,2025-08-02,Luderitz Food Services,Construction,Khomas,25,51,1329840,Equipment Purchase,48,3757160,558269,2065673,742649,40329,486,3,0,Vehicle,4998956,0.2,-6.08,0.27,66.0,Medium Risk,Review,0.15,Elevated Risk Premium,37010.44,1776501.12,446661.12,72.6
434,2025-04-22,Otji Food Services,Manufacturing,Erongo,14,13,371066,Payroll Support,36,12694688,315832,2935394,1747377,84233,620,0,0,Livestock,2403219,0.14,8.81,0.15,94.2,Low Risk,Approved,0.08,Standard Risk-Based Rate,11627.86,418602.96,47536.96,100.0
435,2025-11-16,Swakop Farming,Food Services,Hardap,11,102,585542,Technology Upgrade,24,12815380,432881,895549,3009471,106614,800,4,0,Savings,1614403,0.23,5.96,0.36,22.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,24.53
436,2025-07-15,Okavango Tours,Retail,Hardap,6,146,1332015,Equipment Purchase,48,4988726,768131,1525558,511974,30615,462,0,0,Property,4575315,0.1,-11.51,0.29,50.6,Medium Risk,Review,0.15,Elevated Risk Premium,37070.97,1779406.56,447391.56,55.66
437,2025-12-01,Erongo Farming,Retail,Oshana,13,249,625901,Inventory,48,1787687,341623,393718,1150602,109694,705,3,0,Savings,546519,0.64,-1.76,1.15,32.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,35.64
438,2025-04-08,Kalahari Food Services,Retail,Khomas,20,211,943190,Expansion,36,14672994,214799,863587,181795,49974,592,6,0,Livestock,603719,0.01,20.17,1.56,26.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.37
439,2025-07-09,Otji Construction,Retail,Erongo,18,226,494058,Vehicle Purchase,36,8079325,360851,818847,1434904,47914,784,6,0,Vehicle,3640252,0.18,6.52,0.14,29.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,32.34
440,2025-02-03,Oshana Construction,Mining Services,Khomas,21,2,1700912,Technology Upgrade,24,2188388,741139,86557,1991846,945,612,4,1,Property,2736286,0.91,-591.29,0.62,-7.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
441,2025-09-27,Okavango Logistics,Mining Services,Otjozondjupa,10,47,2230215,Equipment Purchase,24,12090750,746986,2804239,2188894,13811,560,8,0,Vehicle,4983923,0.18,18.87,0.45,11.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.32
442,2025-02-12,Otji Technologies,Food Services,Hardap,19,225,586620,Inventory,48,1045021,494280,87898,2014779,9448,492,8,0,Vehicle,4045684,1.93,-43.1,0.14,-34.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
443,2025-07-08,Oshana Construction,Agriculture,Karas,14,168,1329979,Vehicle Purchase,36,9253350,535480,1815010,1977888,4242,620,1,0,Livestock,3653100,0.21,55.55,0.36,61.5,Medium Risk,Review,0.15,Elevated Risk Premium,46104.16,1659749.76,329770.76,67.65
444,2025-05-13,Okavango Logistics,Agriculture,Erongo,3,138,775090,Construction,36,1697599,792858,1054498,3963500,46265,729,1,1,Vehicle,4293309,2.33,-14.08,0.18,0.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.99
